Brand,Model,Variant,CC,Fuel_Type,Price_in_lakh,Transmission,Mileage_kmpl/kmkg(cng),Bhp,Rating,Value_Score
Hyundai,Creta Electric,Smart (O) (HC),42,Electric,20.23,Automatic,390,133,4.7,2564.013841
Hyundai,Creta Electric,Smart (O) (HC) Dual Tone / Matte,42,Electric,20.38,Automatic,390,133,4.7,2545.142296
Hyundai,Creta Electric,Premium (HC),42,Electric,20.73,Automatic,390,133,4.7,2502.170767
Hyundai,Creta Electric,Premium (HC) Dual Tone,42,Electric,20.88,Automatic,390,133,4.7,2484.195402
Hyundai,Creta Electric,Smart (O),51.4,Electric,21.5,Automatic,473,169,4.7,3718
Hyundai,Creta Electric,Smart (O) LR Dual Tone / Matte,51.4,Electric,21.65,Automatic,473,169,4.7,3692.240185
Hyundai,Creta Electric,Smart (O) LR (HC),51.4,Electric,22.23,Automatic,473,169,4.7,3595.906433
Hyundai,Creta Electric,Smart (O) LR (HC) Dual Tone / Matte,51.4,Electric,22.38,Automatic,473,169,4.7,3571.805183
Hyundai,Creta Electric,Excellence LR,51.4,Electric,23.5,Automatic,473,169,4.7,3401.574468
Hyundai,Creta Electric,Excellence LR Dual Tone / Matte,51.4,Electric,23.65,Automatic,473,169,4.7,3380
Hyundai,Creta Electric,Excellence LR (HC),51.4,Electric,24.23,Automatic,473,169,4.7,3299.092035
Hyundai,Creta Electric,Excellence LR (HC) Dual Tone / Matte,51.4,Electric,24.38,Automatic,473,169,4.7,3278.794094
Hyundai,i20 N Line,N6 1.0 Turbo MT,998,Petrol,9.99,Manual,20,118,4.6,236.2362362
Hyundai,i20 N Line,N6 1.0 Turbo MT Dual Tone,998,Petrol,10.19,Manual,20,118,4.6,231.5996075
Hyundai,i20 N Line,N6 1.0 Turbo DCT,998,Petrol,11.19,Automatic (DCT),14.6,118,4.6,153.9588919
Hyundai,i20 N Line,N8 1.0 Turbo MT,998,Petrol,11.31,Manual,20,118,4.6,208.6648983
Hyundai,i20 N Line,N6 1.0 Turbo DCT Dual Tone,998,Petrol,11.34,Automatic (DCT),14.6,118,4.6,151.9223986
Hyundai,i20 N Line,N8 1.0 Turbo MT Dual Tone,998,Petrol,11.46,Manual,20,118,4.6,205.9336824
Hyundai,i20 N Line,N8 1.0 Turbo DCT,998,Petrol,12.41,Automatic (DCT),14.6,118,4.6,138.8235294
Hyundai,i20 N Line,N8 1.0 Turbo DCT Dual Tone,998,Petrol,12.56,Automatic (DCT),14.6,118,4.6,137.1656051
Hyundai,Tucson,Platinum 2.0 AT,1999,Petrol,29.27,Automatic (TC),13,154,3.9,68.3976768
Hyundai,Tucson,Platinum 2.0 AT,1997,Diesel,31.65,Automatic (TC),11.55,184,3.9,67.14691943
Hyundai,Tucson,Signature 2.0 AT,1999,Petrol,31.77,Automatic (TC),13,154,3.9,63.01542336
Hyundai,Tucson,Signature 2.0 AT Dual Tone,1999,Petrol,31.92,Automatic (TC),13,154,3.9,62.71929825
Hyundai,Tucson,Signature 2.0 AT,1997,Diesel,34.35,Automatic (TC),11.55,184,3.9,61.86899563
Hyundai,Tucson,Signature 2.0 AT Dual Tone,1997,Diesel,34.5,Automatic (TC),11.55,184,3.9,61.6
Hyundai,Tucson,Signature 2.0 4WD AT,1997,Diesel,35.89,Automatic (TC),11.55,184,3.9,59.21426581
Hyundai,Tucson,Signature 2.0 4WD AT Dual Tone,1997,Diesel,36.04,Automatic (TC),11.55,184,3.9,58.96781354
Hyundai,Creta N Line,N8 1.5 Turbo MT,1482,Petrol,16.93,Manual,18,158,4.7,167.985824
Hyundai,Creta N Line,N8 1.5 Turbo MT Titan Grey Matte,1482,Petrol,16.98,Manual,18,158,4.7,167.4911661
Hyundai,Creta N Line,N8 1.5 Turbo MT Dual Tone,1482,Petrol,17.08,Manual,18,158,4.7,166.5105386
Hyundai,Creta N Line,N8 1.5 Turbo DCT,1482,Petrol,18.43,Automatic (DCT),18.2,158,4.7,156.0282149
Hyundai,Creta N Line,N8 1.5 Turbo DCT Titan Grey Matte,1482,Petrol,18.48,Automatic (DCT),18.2,158,4.7,155.6060606
Hyundai,Creta N Line,N8 1.5 Turbo DCT Dual Tone,1482,Petrol,18.58,Automatic (DCT),18.2,158,4.7,154.7685684
Hyundai,Creta N Line,N10 1.5 Turbo MT,1482,Petrol,19.53,Manual,18,158,4.7,145.6221198
Hyundai,Creta N Line,N10 1.5 Turbo MT Titan Grey Matte,1482,Petrol,19.58,Manual,18,158,4.7,145.2502554
Hyundai,Creta N Line,N10 1.5 Turbo MT Dual Tone,1482,Petrol,19.68,Manual,18,158,4.7,144.5121951
Hyundai,Creta N Line,N10 1.5 Turbo DCT,1482,Petrol,20.49,Automatic (DCT),18.2,158,4.7,140.3416301
Hyundai,Creta N Line,N10 1.5 Turbo DCT Titan Grey Matte,1482,Petrol,20.54,Automatic (DCT),18.2,158,4.7,140
Hyundai,Creta N Line,N10 1.5 Turbo DCT Dual Tone,1482,Petrol,20.64,Automatic (DCT),18.2,158,4.7,139.3217054
Hyundai,Ioniq,5 RWD,72.6,Electric,46.05,Automatic,631,214.56,4.5,2940.007818
Hyundai,Venue N Line,N6 MT,998,Petrol,12.15,Manual,18.1,118,4.8,175.7860082
Hyundai,Venue N Line,N6 MT Dual Tone,998,Petrol,12.3,Manual,18.1,118,4.8,173.6422764
Hyundai,Venue N Line,N6 DCT,998,Petrol,12.94,Automatic (DCT),18.1,118,4.8,165.0540958
Hyundai,Venue N Line,N8 MT,998,Petrol,13.03,Manual,18.1,118,4.8,163.9140445
Hyundai,Venue N Line,N6 DCT Dual Tone,998,Petrol,13.09,Automatic (DCT),18.1,118,4.8,163.1627196
Hyundai,Venue N Line,N8 MT Dual Tone,998,Petrol,13.18,Manual,18.1,118,4.8,162.0485584
Hyundai,Venue N Line,N8 DCT,998,Petrol,13.82,Automatic (DCT),18.1,118,4.8,154.5441389
Hyundai,Venue N Line,N8 DCT Dual Tone,998,Petrol,13.97,Automatic (DCT),18.1,118,4.8,152.884753
Toyota,Urban Cruiser Hyryder,E NeoDrive,1462,Petrol,11.34,Manual,21.11,102,4.4,189.8783069
Toyota,Urban Cruiser Hyryder,S NeoDrive,1462,Petrol,12.91,Manual,21.11,102,4.4,166.7869868
Toyota,Urban Cruiser Hyryder,S E,1462,CNG,13.81,Manual,26.6,87,4.4,167.5742216
Toyota,Urban Cruiser Hyryder,S AT NeoDrive,1462,Petrol,14.11,Automatic (TC),20.58,102,4.4,148.7710843
Toyota,Urban Cruiser Hyryder,G (O) NeoDrive,1462,Petrol,14.74,Manual,21.11,102,4.4,146.0800543
Toyota,Urban Cruiser Hyryder,G E,1462,CNG,15.84,Manual,26.6,87,4.4,146.0984848
Toyota,Urban Cruiser Hyryder,G (O) AT NeoDrive,1462,Petrol,15.94,Automatic (TC),20.58,102,4.4,131.6913425
Toyota,Urban Cruiser Hyryder,V NeoDrive,1462,Petrol,16.29,Manual,21.11,102,4.4,132.1804788
Toyota,Urban Cruiser Hyryder,V NeoDrive Dual Tone,1462,Petrol,16.49,Manual,21.11,102,4.4,130.5773196
Toyota,Urban Cruiser Hyryder,S Hybrid,1490,Hybrid (Electric + Petrol),16.81,Automatic (e-CVT),27.97,91,4.4,151.4140393
Toyota,Urban Cruiser Hyryder,V AT NeoDrive,1462,Petrol,17.49,Automatic (TC),20.58,102,4.4,120.0205832
Toyota,Urban Cruiser Hyryder,V AT NeoDrive Dual Tone,1462,Petrol,17.69,Automatic (TC),20.58,102,4.4,118.6636518
Toyota,Urban Cruiser Hyryder,G (O) Hybrid,1490,Hybrid (Electric + Petrol),18.84,Automatic (e-CVT),27.97,91,4.4,135.0992569
Toyota,Urban Cruiser Hyryder,V AT AWD NeoDrive,1462,Petrol,18.94,Automatic (TC),19.2,102,4.4,103.4002112
Toyota,Urban Cruiser Hyryder,G (O) Hybrid Dual Tone,1490,Hybrid (Electric + Petrol),19.04,Automatic (e-CVT),27.97,91,4.4,133.6801471
Toyota,Urban Cruiser Hyryder,V AT AWD NeoDrive Dual Tone,1462,Petrol,19.14,Automatic (TC),19.2,102,4.4,102.3197492
Toyota,Urban Cruiser Hyryder,V Hybrid,1490,Hybrid (Electric + Petrol),19.99,Automatic (e-CVT),27.97,91,4.4,127.3271636
Toyota,Urban Cruiser Hyryder,V Hybrid Dual Tone,1490,Hybrid (Electric + Petrol),20.19,Automatic (e-CVT),27.97,91,4.4,126.0658742
Toyota,Fortuner,4X2 AT 2.7,2694,Petrol,35.37,Automatic (TC),10.3,164,4.5,47.75798699
Toyota,Fortuner,4X2 MT 2.8,2755,Diesel,36.33,Manual,14.6,201,4.5,80.776218
Toyota,Fortuner,Leader Edition 4X2 MT 2.8,2755,Diesel,36.88,Manual,14.6,201,4.5,79.57158351
Toyota,Fortuner,4X2 AT 2.8,2755,Diesel,38.61,Automatic (TC),14.4,201,4.5,74.96503497
Toyota,Fortuner,Leader Edition 4X2 AT 2.8,2755,Diesel,39.16,Automatic (TC),14.4,201,4.5,73.91215526
Toyota,Fortuner,4X4 MT 2.8,2755,Diesel,40.43,Manual,14.2,201,4.5,70.59609201
Toyota,Fortuner,4X4 AT 2.8,2755,Diesel,42.72,Automatic (TC),14.2,201,4.5,66.81179775
Toyota,Fortuner,GR-S,2755,Diesel,51.94,Automatic (TC),14.2,201,4.5,54.95186754
Toyota,Glanza,E,1197,Petrol,6.9,Manual,22.3,89,4.6,287.6376812
Toyota,Glanza,S,1197,Petrol,7.79,Manual,22.3,89,4.6,254.775353
Toyota,Glanza,S AMT,1197,Petrol,8.34,Automatic (AMT),22.9,89,4.6,244.3764988
Toyota,Glanza,S E,1197,CNG,8.69,Manual,30.61,76,4.6,267.7054085
Toyota,Glanza,G,1197,Petrol,8.82,Manual,22.3,89,4.6,225.0226757
Toyota,Glanza,G AMT,1197,Petrol,9.37,Automatic (AMT),22.9,89,4.6,217.5133404
Toyota,Glanza,G E,1197,CNG,9.72,Manual,30.61,76,4.6,239.3374486
Toyota,Glanza,V,1197,Petrol,9.82,Manual,22.3,89,4.6,202.107943
Toyota,Glanza,V AMT,1197,Petrol,10,Automatic (AMT),22.9,89,4.6,203.81
Toyota,Urban Cruiser Taisor,E 1.2 MT,1197,Petrol,7.74,Manual,21.71,89,4.6,249.6369509
Toyota,Urban Cruiser Taisor,S 1.2 MT,1197,Petrol,8.6,Manual,21.71,89,4.6,224.6732558
Toyota,Urban Cruiser Taisor,E 1.2 MT,1197,CNG,8.72,Manual,28.51,76,4.6,248.4816514
Toyota,Urban Cruiser Taisor,S Plus 1.2 MT,1197,Petrol,9,Manual,21.71,89,4.6,214.6877778
Toyota,Urban Cruiser Taisor,S 1.2 AMT,1197,Petrol,9.18,Automatic (AMT),22.79,89,4.6,220.9488017
Toyota,Urban Cruiser Taisor,S Plus 1.2 AMT,1197,Petrol,9.58,Automatic (AMT),22.79,89,4.6,211.723382
Toyota,Urban Cruiser Taisor,G 1.0 MT,998,Petrol,10.56,Manual,21.18,99,4.6,198.5625
Toyota,Urban Cruiser Taisor,V 1.0 MT,998,Petrol,11.48,Manual,21.18,99,4.6,182.6498258
Toyota,Urban Cruiser Taisor,V 1.0 MT Dual Tone,998,Petrol,11.64,Manual,21.18,99,4.6,180.1391753
Toyota,Urban Cruiser Taisor,G 1.0 AT,998,Petrol,11.96,Automatic (TC),19.86,99,4.6,164.3929766
Toyota,Urban Cruiser Taisor,V 1.0 AT,998,Petrol,12.88,Automatic (TC),19.86,99,4.6,152.6506211
Toyota,Urban Cruiser Taisor,V 1.0 AT Dual Tone,998,Petrol,13.04,Automatic (TC),19.86,99,4.6,150.7776074
Toyota,Innova Crysta,GX 7 STR,2393,Diesel,19.99,Manual,14.03,148,4.7,103.873937
Toyota,Innova Crysta,GX 8 STR,2393,Diesel,19.99,Manual,14.03,148,4.7,103.873937
Toyota,Innova Crysta,GX Plus 7 STR,2393,Diesel,21.71,Manual,14.03,148,4.7,95.6444035
Toyota,Innova Crysta,GX Plus 8 STR,2393,Diesel,21.76,Manual,14.03,148,4.7,95.42463235
Toyota,Innova Crysta,VX 2.4 7 STR,2393,Diesel,25.14,Manual,14.03,148,4.7,82.59506762
Toyota,Innova Crysta,VX 2.4 8 STR,2393,Diesel,25.19,Manual,14.03,148,4.7,82.43112346
Toyota,Innova Crysta,ZX 2.4 7 STR,2393,Diesel,26.82,Manual,14.03,148,4.7,77.42132737
Toyota,Innova Hycross,GX 7 STR,1987,Petrol,19.94,Automatic (CVT),16.13,173,4.6,139.944333
Toyota,Innova Hycross,GX 8 STR,1987,Petrol,19.99,Automatic (CVT),16.13,173,4.6,139.5942971
Toyota,Innova Hycross,GX (O) 8 STR,1987,Petrol,21.16,Automatic (CVT),16.13,173,4.6,131.8757089
Toyota,Innova Hycross,GX (O) 7 STR,1987,Petrol,21.3,Automatic (CVT),16.13,173,4.6,131.0089202
Toyota,Innova Hycross,VX Hybrid 7 STR,1987,Hybrid (Electric + Petrol),26.31,Automatic (e-CVT),23.24,184,4.6,162.5298366
Toyota,Innova Hycross,VX Hybrid 8 STR,1987,Hybrid (Electric + Petrol),26.36,Automatic (e-CVT),23.24,184,4.6,162.2215478
Toyota,Innova Hycross,VX (O) Hybrid 7 STR,1987,Hybrid (Electric + Petrol),28.29,Automatic (e-CVT),23.24,184,4.6,151.1544715
Toyota,Innova Hycross,VX (O) Hybrid 8 STR,1987,Hybrid (Electric + Petrol),28.34,Automatic (e-CVT),23.24,184,4.6,150.8877911
Toyota,Innova Hycross,ZX Hybrid 7 STR,1987,Hybrid (Electric + Petrol),30.7,Automatic (e-CVT),23.24,184,4.6,139.2885993
Toyota,Innova Hycross,ZX (O) Hybrid 7 STR,1987,Hybrid (Electric + Petrol),31.34,Automatic (e-CVT),23.24,184,4.6,136.4441608
Toyota,Innova Hycross,ZX (O) Hybrid 7 STR Exclusive Edition,1987,Hybrid (Electric + Petrol),32.58,Automatic (e-CVT),23.24,184,4.6,131.2510743
Toyota,Hilux,STD 4X4 MT,2755,Diesel,30.4,Manual,10.85,201,4.6,71.73848684
Toyota,Hilux,High 4X4 MT,2755,Diesel,37.15,Manual,10.85,201,4.6,58.7039031
Toyota,Hilux,High 4X4 AT,2755,Diesel,37.9,Automatic (TC),12,201,4.6,63.64116095
Toyota,Hilux,Black Edition,2755,Diesel,37.9,Automatic (TC),12,201,4.6,63.64116095
Toyota,Camry Elegant,Camry Elegant,2487,Hybrid (Electric + Petrol),48.5,Automatic (e-CVT),25.49,184,4.7,96.7043299
Toyota,Camry Elegant,Platinum White Pearl,2487,Hybrid(Electric+Petrol),48.65,Automatic(e-CVT),25.49,227,4.7,118.9358684
Toyota,Fortuner Legender 2.8,4X2 AT,2755,Diesel,44.11,Automatic (TC),14.4,201,4.8,65.61777375
Toyota,Fortuner Legender 2.8,4X4 MT,2755,Diesel,46.36,Manual,14.2,201,4.8,61.56600518
Toyota,Fortuner Legender 2.8,4X4 AT,2755,Diesel,48.09,Automatic (TC),14.2,201,4.8,59.35121647
Toyota,Rumion,S MT,1462,Petrol,10.54,Manual,20.51,102,4.8,198.483871
Toyota,Rumion,S CNG,1462,CNG,11.49,Manual,26.11,87,4.8,197.6997389
Toyota,Rumion,G MT,1462,Petrol,11.7,Manual,20.51,102,4.8,178.8051282
Toyota,Rumion,S AT,1462,Petrol,12.04,Automatic (TC),20.11,102,4.8,170.3671096
Toyota,Rumion,V MT,1462,Petrol,12.43,Manual,20.51,102,4.8,168.304103
Toyota,Rumion,G AT,1462,Petrol,13.1,Automatic (TC),20.11,102,4.8,156.5816794
Toyota,Rumion,V AT,1462,Petrol,13.83,Automatic (TC),20.11,102,4.8,148.3167028
Kia,Seltos,HTE (O)1.5 MT,1497,Petrol,11.19,Manual,17,113,4.7,171.6711349
Kia,Seltos,HTK 1.5 MT,1497,Petrol,12.64,Manual,17,113,4.7,151.9778481
Kia,Seltos,HTE (O)1.5 MT,1493,Diesel,12.77,Manual,20.7,114,4.7,184.7924824
Kia,Seltos,HTK (O)1.5 MT,1497,Petrol,13.05,Manual,17,113,4.7,147.2030651
Kia,Seltos,HTK 1.5 MT,1493,Diesel,14.12,Manual,20.7,114,4.7,167.1246459
Kia,Seltos,HTK Plus (O) 1.5 MT,1497,Petrol,14.46,Manual,17,113,4.7,132.8492393
Kia,Seltos,HTK (O) 1.5 MT,1493,Diesel,14.61,Manual,20.7,114,4.7,161.5195072
Kia,Seltos,HTK Plus 1.5 Turbo iMT,1482,Petrol,15.78,Clutchless Manual (IMT),17.7,158,4.7,177.2243346
Kia,Seltos,HTK Plus (O) 1.5 CVT,1497,Petrol,15.82,Automatic(CVT),17.7,113,4.7,126.4285714
Kia,Seltos,HTX 1.5 MT,1497,Petrol,15.82,Manual,17,113,4.7,121.4285714
Kia,Seltos,HTK Plus (O) 1.5 MT,1493,Diesel,16.02,Manual,20.7,114,4.7,147.3033708
Kia,Seltos,HTX (O)1.5 MT,1497,Petrol,16.77,Manual,17,113,4.7,114.5497913
Kia,Seltos,HTX 1.5 CVT,1497,Petrol,17.27,Automatic (CVT),17.7,113,4.7,115.8135495
Kia,Seltos,HTK Plus (O) 1.5 AT,1493,Diesel,17.28,Automatic(TC),19.1,114,4.7,126.0069444
Kia,Seltos,HTX 1.5 MT,1493,Diesel,17.39,Manual,20.7,114,4.7,135.6986774
Kia,Seltos,HTX (O) 1.5 CVT,1497,Petrol,18.1,Automatic(CVT),17.7,113,4.7,110.5027624
Kia,Seltos,HTX (O)1.5 MT,1493,Diesel,18.42,Manual,20.7,114,4.7,128.1107492
Kia,Seltos,HTX 1.5 AT,1493,Diesel,18.71,Automatic (TC),19.1,114,4.7,116.3762694
Kia,Seltos,GTX Plus 1.5 Turbo DCT,1482,Petrol,20,Automatic (DCT),17.9,158,4.7,141.41
Kia,Seltos,GTX Plus 1.5 AT,1493,Diesel,20,Automatic (TC),19.1,114,4.7,108.87
Kia,Seltos,GTX Plus 1.5 Turbo DCT Dual Tone,1482,Petrol,20.2,Automatic (DCT),17.9,158,4.7,140.009901
Kia,Seltos,GTX Plus 1.5 AT Dual Tone,1493,Diesel,20.2,Automatic (TC),19.1,114,4.7,107.7920792
Kia,Seltos,X Line 1.5 Turbo DCT,1482,Petrol,20.56,Automatic (DCT),17.9,158,4.7,137.5583658
Kia,Seltos,X Line 1.5 AT,1493,Diesel,20.56,Automatic (TC),19.1,114,4.7,105.9046693
Kia,Carens,Premium (O) 1.5 Petrol 7 STR,1497,Petrol,11.41,Manual,15,113,4.5,148.5539001
Kia,Sonet,HTE 1.2 MT,1197,Petrol,8,Manual,16.32,82,4.3,167.28
Kia,Sonet,HTE (O) 1.2 MT,1197,Petrol,8.44,Manual,16.32,82,4.3,158.5592417
Kia,Sonet,HTK 1.2 MT,1197,Petrol,9.24,Manual,16.32,82,4.3,144.8311688
Kia,Sonet,HTK (O) 1.2 MT,1197,Petrol,9.6,Manual,16.32,82,4.3,139.4
Kia,Sonet,HTK 1.0 Turbo iMT,998,Petrol,9.66,Clutchless Manual (IMT),18.4,118,4.3,224.7619048
Kia,Sonet,HTE (O) 1.5 MT,1493,Diesel,10,Manual,24.1,114,4.3,274.74
Kia,Sonet,HTK (O)1.0 Turbo iMT,998,Petrol,10,Clutchless Manual (IMT),18.4,118,4.3,217.12
Kia,Sonet,HTK Plus (O) 1.2 MT,1197,Petrol,10.54,Manual,16.32,82,4.3,126.9677419
Kia,Sonet,HTK Plus (O)1.0 Turbo iMT,998,Petrol,11.04,Clutchless Manual (IMT),18.4,118,4.3,196.6666667
Kia,Sonet,HTK (O) 1.5 MT,1493,Diesel,11.1,Manual,24.1,114,4.3,247.5135135
Kia,Sonet,HTX 1.0 Turbo iMT,998,Petrol,11.87,Clutchless Manual (IMT),18.4,118,4.3,182.9149115
Kia,Sonet,HTK Plus (O)1.5 MT,1493,Diesel,12.04,Manual,24.1,114,4.3,228.1893688
Kia,Sonet,HTX 1.5 MT,1493,Diesel,12.56,Manual,24.1,114,4.3,218.7420382
Kia,Sonet,HTX 1.0 Turbo DCT,998,Petrol,12.74,Automatic (DCT),16.32,118,4.3,151.1585557
Kia,Sonet,HTX 1.5 AT,1493,Diesel,13.43,Automatic (TC),19,114,4.3,161.2807148
Kia,Sonet,GTX Plus 1.0 Turbo DCT,998,Petrol,14.84,Automatic (DCT),16.32,118,4.3,129.7681941
Kia,Sonet,GTX Plus 1.0 Turbo DCT Dual Tone,998,Petrol,14.94,Automatic (DCT),16.32,118,4.3,128.8995984
Kia,Sonet,X-Line 1.0 Turbo DCT,998,Petrol,15,Automatic (DCT),16.32,118,4.3,128.384
Kia,Sonet,GTX Plus 1.5 AT,1493,Diesel,15.64,Automatic (TC),19,114,4.3,138.4910486
Kia,Sonet,GTX Plus 1.5 AT Dual Tone,1493,Diesel,15.74,Automatic (TC),19,114,4.3,137.6111817
Kia,Syros,HTK 1.0 Turbo 6MT,998,Petrol,9.5,Manual,18.2,118,4.5,226.0631579
Kia,Syros,HTK (O) 1.0 Turbo 6MT,998,Petrol,10.3,Manual,18.2,118,4.5,208.5048544
Kia,Syros,HTK (O) 1.5 6MT,1493,Diesel,11.3,Manual,20.75,114,4.5,209.3362832
Kia,Syros,HTK Plus 1.0 Turbo 6MT,998,Petrol,11.8,Manual,18.2,118,4.5,182
Kia,Syros,HTK Plus 1.5 6MT,1493,Diesel,12.8,Manual,20.75,114,4.5,184.8046875
Kia,Syros,HTK Plus 1.0 Turbo 7DCT,998,Petrol,13.1,Automatic (DCT),17.68,118,4.5,159.2549618
Kia,Syros,HTX 1.0 Turbo 6MT,998,Petrol,13.3,Manual,18.2,118,4.5,161.4736842
Kia,Syros,HTX 1.5 6MT,1493,Diesel,14.3,Manual,20.75,114,4.5,165.4195804
Kia,Syros,HTX 1.0 Turbo 7DCT,998,Petrol,14.6,Automatic (DCT),17.68,118,4.5,142.8931507
Kia,Syros,HTX Plus 1.0 Turbo 7DCT,998,Petrol,16,Automatic (DCT),17.68,118,4.5,130.39
Kia,Syros,HTX Plus (O) 1.0 Turbo 7DCT,998,Petrol,16.8,Automatic (DCT),17.68,118,4.5,124.1809524
Kia,Syros,HTX Plus 1.5 6AT,1493,Diesel,17,Automatic (TC),17.65,114,4.5,118.3588235
Kia,Syros,HTX Plus (O) 1.5 6AT,1493,Diesel,17.8,Automatic (TC),17.65,114,4.5,113.0393258
Kia,Carnival,Limousine Plus,2151,Diesel,63.91,Automatic (TC),14.85,190,2.6,44.14802065
Kia,EV6,GT Line AWD,84,Electric,65.97,Automatic,663,321,4,3226.057299
Skoda,Kylaq,Classic,999,Petrol,8.25,Manual,19.68,114,4.8,271.9418182
Skoda,Kylaq,Classic 1.0 TSI MT (Olive Gold),999,Petrol,8.34,Manual,19.68,114,4.8,269.0071942
Skoda,Kylaq,Signature,999,Petrol,9.85,Manual,19.68,114,4.8,227.7685279
Skoda,Kylaq,Signature 1.0 TSI MT (Lava Blue & Deep Black),999,Petrol,9.94,Manual,19.68,114,4.8,225.7062374
Skoda,Kylaq,Signature AT,999,Petrol,10.95,Automatic (TC),19.05,114,4.8,198.3287671
Skoda,Kylaq,Signature 1.0 TSI AT (Lava Blue & Deep Black),999,Petrol,11.04,Automatic (TC),19.05,114,4.8,196.7119565
Skoda,Kylaq,Signature Plus,999,Petrol,11.25,Manual,19.68,114,4.8,199.424
Skoda,Kylaq,Signature Plus 1.0 TSI MT (Lava Blue),999,Petrol,11.34,Manual,19.68,114,4.8,197.8412698
Skoda,Kylaq,Signature Plus AT,999,Petrol,12.35,Automatic (TC),19.05,114,4.8,175.8461538
Skoda,Kylaq,Signature Plus 1.0 TSI AT (Lava Blue),999,Petrol,12.44,Automatic (TC),19.05,114,4.8,174.573955
Skoda,Kylaq,Prestige,999,Petrol,12.89,Manual,19.68,114,4.8,174.0512025
Skoda,Kylaq,Prestige AT,999,Petrol,13.99,Automatic (TC),19.05,114,4.8,155.2323088
Skoda,Slavia,Classic 1.0L TSI MT,999,Petrol,10.34,Manual,20.32,114,4.7,224.0309478
Skoda,Slavia,Classic 1.0L TSI MT (Lava Blue),999,Petrol,10.44,Manual,20.32,114,4.7,221.8850575
Skoda,Slavia,Signature 1.0L TSI MT,999,Petrol,13.59,Manual,20.32,114,4.7,170.4547461
Skoda,Slavia,Sportline 1.0L TSI MT,999,Petrol,13.69,Manual,20.32,114,4.7,169.2096421
Skoda,Slavia,Signature 1.0L TSI MT (Lava Blue Deep Black & Carbon Steel Matte),999,Petrol,13.69,Manual,20.32,114,4.7,169.2096421
Skoda,Slavia,Sportline 1.0L TSI MT Dual Tone,999,Petrol,13.79,Manual,20.32,114,4.7,167.9825961
Skoda,Slavia,Sportline 1.0L TSI MT (Lava Blue Deep Black & Carbon Steel Matte),999,Petrol,13.79,Manual,20.32,114,4.7,167.9825961
Skoda,Slavia,Signature 1.0L TSI AT,999,Petrol,14.69,Automatic (TC),18.73,114,4.7,145.3519401
Skoda,Slavia,Sportline 1.0L TSI AT,999,Petrol,14.79,Automatic (TC),18.73,114,4.7,144.3691684
Skoda,Slavia,Signature 1.0 TSI AT (Lava Blue Deep Black & Carbon Steel Matte),999,Petrol,14.79,Automatic (TC),18.73,114,4.7,144.3691684
Skoda,Slavia,Sportline 1.0 TSI AT Dual tone,999,Petrol,14.89,Automatic (TC),18.73,114,4.7,143.399597
Skoda,Slavia,Sportline 1.0 TSI AT(Lava Blue Deep Black & Carbon Steel Matte),999,Petrol,14.89,Automatic (TC),18.73,114,4.7,143.399597
Skoda,Slavia,Monte Carlo 1.0L TSI MT,999,Petrol,15.34,Manual,20.32,114,4.7,151.0091265
Skoda,Slavia,Monte Carlo 1.0L TSI MT ((Carbon Steel Matte),999,Petrol,15.44,Manual,20.32,114,4.7,150.0310881
Skoda,Slavia,Monte Carlo 1.0L TSI MT Dual Tone,999,Petrol,15.44,Manual,20.32,114,4.7,150.0310881
Skoda,Slavia,Prestige 1.0L TSI MT,999,Petrol,15.54,Manual,20.32,114,4.7,149.0656371
Skoda,Slavia,Prestige 1.0 TSI MT Dual tone,999,Petrol,15.64,Manual,20.32,114,4.7,148.112532
Skoda,Slavia,Prestige 1.0 TSI MT (Carbon Steel Matte),999,Petrol,15.64,Manual,20.32,114,4.7,148.112532
Skoda,Slavia,Sportline 1.5L TSI DSG,1498,Petrol,16.39,Automatic (DCT),19.36,148,4.7,174.8187919
Skoda,Slavia,Monte Carlo 1.0L TSI AT,999,Petrol,16.44,Automatic (TC),18.73,114,4.7,129.879562
Skoda,Slavia,Sportline 1.5 TSI DSG (Lava Blue Deep Black & Carbon Steel Matte),1498,Petrol,16.49,Automatic (DCT),19.36,148,4.7,173.7586416
Skoda,Slavia,Sportline 1.5 TSI DSG Dual tone,1498,Petrol,16.49,Automatic (DCT),19.36,148,4.7,173.7586416
Skoda,Slavia,Monte Carlo 1.0L TSI AT (Carbon Steel Matte),999,Petrol,16.54,Automatic (TC),18.73,114,4.7,129.0943168
Skoda,Slavia,Monte Carlo 1.0 TSI AT Dual tone,999,Petrol,16.54,Automatic (TC),18.73,114,4.7,129.0943168
Skoda,Slavia,Prestige 1.0L TSI AT,999,Petrol,16.64,Automatic (TC),18.73,114,4.7,128.3185096
Skoda,Slavia,Prestige 1.0 TSI AT (Carbon Steel Matte),999,Petrol,16.74,Automatic (TC),18.73,114,4.7,127.5519713
Skoda,Slavia,Prestige 1.0 TSI AT Dual tone,999,Petrol,16.74,Automatic (TC),18.73,114,4.7,127.5519713
Skoda,Slavia,Monte Carlo 1.5L TSI DSG,1498,Petrol,18.04,Automatic (DCT),19.36,148,4.7,158.8292683
Skoda,Slavia,Monte Carlo 1.5 TSI DSG (Carbon Steel Matte),1498,Petrol,18.14,Automatic (DCT),19.36,148,4.7,157.9536935
